index,file,full_path,type,name,start_line,end_line,line_count,class_list,class_count,namespace,class_properties,functions,function_count,class,full_name,security,static,override,return_type,inputs
665,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,GetManagers,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,private static IEnumerable<Manager> GetManagers(int managerCount),private,True,False,IEnumerable<Manager>,['int managerCount']
666,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,GetEmployees,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,private static IEnumerable<Employee> GetEmployees(int employeeCount),private,True,False,IEnumerable<Employee>,['int employeeCount']
667,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Employees,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,public Employees(int callCount),public,False,False,void,['int callCount']
668,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,AddCallHandlers,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,public void AddCallHandlers(List<Employee> employees),public,False,False,void,['List<Employee> employees']
669,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Accept,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,public void Accept(IVisitor visitor),public,False,False,void,['IVisitor visitor']
670,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Visit,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,"public void Visit(IElement element, int callCount)",public,False,False,void,"['IElement element', 'int callCount']"
671,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,base,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,"public Director(string name, bool isHandlingCall) : base(name, isHandlingCall)",public,False,False,void,"['string name', 'bool isHandlingCall) : base(name', 'isHandlingCall']"
672,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,base,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,"public Manager(string name, bool isHandlingCall) : base(name, isHandlingCall)",public,False,False,void,"['string name', 'bool isHandlingCall) : base(name', 'isHandlingCall']"
673,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Employee,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,"public Employee(string name, bool canHandleCall)",public,False,False,void,"['string name', 'bool canHandleCall']"
674,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Accept,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Chapter7_2Main,public void Accept(IVisitor visitor),public,False,False,void,['IVisitor visitor']
675,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,class,IElement,49.0,75.0,26.0,,,Demo.LearnByDoing.Tests.Chapter07,"['public', 'class', 'Employees', ':', 'IElement']","['public Employees(int callCount)', 'public void AddCallHandlers(List<Employee> employees)', 'public void Accept(IVisitor visitor)']",3.0,,,,,,,
676,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Employees,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,IElement,public Employees(int callCount),public,False,False,void,['int callCount']
677,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,AddCallHandlers,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,IElement,public void AddCallHandlers(List<Employee> employees),public,False,False,void,['List<Employee> employees']
678,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Accept,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,IElement,public void Accept(IVisitor visitor),public,False,False,void,['IVisitor visitor']
679,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,class,IVisitor,86.0,99.0,13.0,,,Demo.LearnByDoing.Tests.Chapter07,"['public', 'class', 'CallHandlerVisitor', ':', 'IVisitor']","['public void Visit(IElement element, int callCount)']",1.0,,,,,,,
680,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Visit,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,IVisitor,"public void Visit(IElement element, int callCount)",public,False,False,void,"['IElement element', 'int callCount']"
681,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,class,Manager,100.0,106.0,6.0,,,Demo.LearnByDoing.Tests.Chapter07,"['public', 'class', 'Director', ':', 'Manager']","['public Director(string name, bool isHandlingCall) : base(name, isHandlingCall)']",1.0,,,,,,,
682,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,base,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Manager,"public Director(string name, bool isHandlingCall) : base(name, isHandlingCall)",public,False,False,void,"['string name', 'bool isHandlingCall) : base(name', 'isHandlingCall']"
683,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,class,Employee,107.0,113.0,6.0,,,Demo.LearnByDoing.Tests.Chapter07,"['public', 'class', 'Manager', ':', 'Employee']","['public Manager(string name, bool isHandlingCall) : base(name, isHandlingCall)']",1.0,,,,,,,
684,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,base,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,Employee,"public Manager(string name, bool isHandlingCall) : base(name, isHandlingCall)",public,False,False,void,"['string name', 'bool isHandlingCall) : base(name', 'isHandlingCall']"
685,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,class,IElement,114.0,130.0,16.0,,,Demo.LearnByDoing.Tests.Chapter07,"['public', 'class', 'Employee', ':', 'IElement']","['public Employee(string name, bool canHandleCall)', 'public void Accept(IVisitor visitor)']",2.0,,,,,,,
686,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Employee,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,IElement,"public Employee(string name, bool canHandleCall)",public,False,False,void,"['string name', 'bool canHandleCall']"
687,Chapter7_2Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Main.cs,function,Accept,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,IElement,public void Accept(IVisitor visitor),public,False,False,void,['IVisitor visitor']
688,Chapter7_2Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Test.cs,namespace,Demo.LearnByDoing.Tests.Chapter07,9.0,29.0,20.0,"['public class Chapter7_2Test : BaseTest', 'public class Chapter7_2']",2.0,,,,,,,,,,,
689,Chapter7_2Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Test.cs,class,BaseTest,11.0,29.0,18.0,,,Demo.LearnByDoing.Tests.Chapter07,"['public', 'class', 'Chapter7_2Test', ':', 'BaseTest']","['public Chapter7_2Test(ITestOutputHelper output) : base(output)', 'public void TestHandlingTheCalls()']",2.0,,,,,,,
690,Chapter7_2Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Test.cs,function,base,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,BaseTest,public Chapter7_2Test(ITestOutputHelper output) : base(output),public,False,False,void,['ITestOutputHelper output) : base(output']
691,Chapter7_2Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Test.cs,function,TestHandlingTheCalls,,,,,,Demo.LearnByDoing.Tests.Chapter07,,,,BaseTest,public void TestHandlingTheCalls(),public,False,False,void,['']
692,Chapter7_2Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter07\Chapter7_2Test.cs,class,Chapter7_2,25.0,28.0,3.0,,,Demo.LearnByDoing.Tests.Chapter07,"['public', 'class', 'Chapter7_2']",[],0.0,,,,,,,
693,Chapter10_1Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter10\Chapter10_1Main.cs,namespace,Demo.LearnByDoing.Tests.Chapter10,9.0,68.0,59.0,"['public class Chapter10_1Main : BaseTest', 'public class Chapter10_1Data : BaseTestData', 'public class Chapter10_1']",3.0,,,,,,,,,,,
694,Chapter10_1Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter10\Chapter10_1Main.cs,class,BaseTest,11.0,68.0,57.0,,,Demo.LearnByDoing.Tests.Chapter10,"['public', 'class', 'Chapter10_1Main', ':', 'BaseTest']","['public Chapter10_1Main(ITestOutputHelper output) : base(output)', 'public void TestCopyingBToA(int lastA, int lastB, int[] a, int[] b, int[] expected)', 'public void CopyBToA(ITestOutputHelper output, int[] a, int[] b, int lastA, int lastB)']",3.0,,,,,,,
695,Chapter10_1Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter10\Chapter10_1Main.cs,function,base,,,,,,Demo.LearnByDoing.Tests.Chapter10,,,,BaseTest,public Chapter10_1Main(ITestOutputHelper output) : base(output),public,False,False,void,['ITestOutputHelper output) : base(output']
696,Chapter10_1Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter10\Chapter10_1Main.cs,function,TestCopyingBToA,,,,,,Demo.LearnByDoing.Tests.Chapter10,,,,BaseTest,"public void TestCopyingBToA(int lastA, int lastB, int[] a, int[] b, int[] expected)",public,False,False,void,"['int lastA', 'int lastB', 'int[] a', 'int[] b', 'int[] expected']"
697,Chapter10_1Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter10\Chapter10_1Main.cs,function,CopyBToA,,,,,,Demo.LearnByDoing.Tests.Chapter10,,,,BaseTest,"public void CopyBToA(ITestOutputHelper output, int[] a, int[] b, int lastA, int lastB)",public,False,False,void,"['ITestOutputHelper output', 'int[] a', 'int[] b', 'int lastA', 'int lastB']"
698,Chapter10_1Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter10\Chapter10_1Main.cs,class,BaseTestData,29.0,37.0,8.0,,,Demo.LearnByDoing.Tests.Chapter10,"['public', 'class', 'Chapter10_1Data', ':', 'BaseTestData']",[],0.0,,,,,,,
699,Chapter10_1Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter10\Chapter10_1Main.cs,class,Chapter10_1,38.0,67.0,29.0,,,Demo.LearnByDoing.Tests.Chapter10,"['public', 'class', 'Chapter10_1']","['public void CopyBToA(ITestOutputHelper output, int[] a, int[] b, int lastA, int lastB)']",1.0,,,,,,,
700,Chapter10_1Main.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\Chapter10\Chapter10_1Main.cs,function,CopyBToA,,,,,,Demo.LearnByDoing.Tests.Chapter10,,,,Chapter10_1,"public void CopyBToA(ITestOutputHelper output, int[] a, int[] b, int lastA, int lastB)",public,False,False,void,"['ITestOutputHelper output', 'int[] a', 'int[] b', 'int lastA', 'int lastB']"
701,ReverseParenthesesTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\SmoothSailing\ReverseParenthesesTest.cs,namespace,Demo.LearnByDoing.Tests.CodeSignal.Arcade.SmoothSailing,7.0,92.0,85.0,['public class ReverseParenthesesTest : BaseTest'],1.0,,,,,,,,,,,
702,ReverseParenthesesTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\SmoothSailing\ReverseParenthesesTest.cs,class,BaseTest,12.0,91.0,79.0,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.SmoothSailing,"['public', 'class', 'ReverseParenthesesTest', ':', 'BaseTest']","['public ReverseParenthesesTest(ITestOutputHelper output) : base(output)', 'public void TestSampleCases(string input, string expected)', 'public static IEnumerable<object[]> GetSampleCases()']",3.0,,,,,,,
703,ReverseParenthesesTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\SmoothSailing\ReverseParenthesesTest.cs,function,base,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.SmoothSailing,,,,BaseTest,public ReverseParenthesesTest(ITestOutputHelper output) : base(output),public,False,False,void,['ITestOutputHelper output) : base(output']
704,ReverseParenthesesTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\SmoothSailing\ReverseParenthesesTest.cs,function,TestSampleCases,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.SmoothSailing,,,,BaseTest,"public void TestSampleCases(string input, string expected)",public,False,False,void,"['string input', 'string expected']"
705,ReverseParenthesesTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\SmoothSailing\ReverseParenthesesTest.cs,function,GetSampleCases,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.SmoothSailing,,,,BaseTest,public static IEnumerable<object[]> GetSampleCases(),public,True,False,IEnumerable<object[]>,['']
706,StringsRearrangementTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\ThroughTheFog\StringsRearrangementTest.cs,namespace,Demo.LearnByDoing.Tests.CodeSignal.Arcade.ThroughTheFog,6.0,94.0,88.0,['public class StringsRearrangementTest : BaseTest'],1.0,,,,,,,,,,,
707,StringsRearrangementTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\ThroughTheFog\StringsRearrangementTest.cs,class,BaseTest,11.0,93.0,82.0,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.ThroughTheFog,"['public', 'class', 'StringsRearrangementTest', ':', 'BaseTest']","['public StringsRearrangementTest(ITestOutputHelper output) : base(output)', 'public void TestSamples(bool expected, string[] a)', 'public static IEnumerable<object[]> GetSampleCases()', 'private static IEnumerable<string[]> GetPermutations(string[] words)', 'private static IEnumerable<string[]> GetPermutations(IEnumerable<string> words, IEnumerable<string> prefix)']",5.0,,,,,,,
708,StringsRearrangementTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\ThroughTheFog\StringsRearrangementTest.cs,function,base,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.ThroughTheFog,,,,BaseTest,public StringsRearrangementTest(ITestOutputHelper output) : base(output),public,False,False,void,['ITestOutputHelper output) : base(output']
709,StringsRearrangementTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\ThroughTheFog\StringsRearrangementTest.cs,function,TestSamples,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.ThroughTheFog,,,,BaseTest,"public void TestSamples(bool expected, string[] a)",public,False,False,void,"['bool expected', 'string[] a']"
710,StringsRearrangementTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\ThroughTheFog\StringsRearrangementTest.cs,function,GetSampleCases,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.ThroughTheFog,,,,BaseTest,public static IEnumerable<object[]> GetSampleCases(),public,True,False,IEnumerable<object[]>,['']
711,StringsRearrangementTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\ThroughTheFog\StringsRearrangementTest.cs,function,GetPermutations,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.ThroughTheFog,,,,BaseTest,private static IEnumerable<string[]> GetPermutations(string[] words),private,True,False,IEnumerable<string[]>,['string[] words']
712,StringsRearrangementTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arcade\ThroughTheFog\StringsRearrangementTest.cs,function,GetPermutations,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arcade.ThroughTheFog,,,,BaseTest,"private static IEnumerable<string[]> GetPermutations(IEnumerable<string> words, IEnumerable<string> prefix)",private,True,False,IEnumerable<string[]>,"['IEnumerable<string> words', 'IEnumerable<string> prefix']"
713,FirstDuplicateTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arrays\FirstDuplicateTest.cs,namespace,Demo.LearnByDoing.Tests.CodeSignal.Arrays,3.0,40.0,37.0,['public class FirstDuplicateTest'],1.0,,,,,,,,,,,
714,FirstDuplicateTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arrays\FirstDuplicateTest.cs,class,FirstDuplicateTest,8.0,39.0,31.0,,,Demo.LearnByDoing.Tests.CodeSignal.Arrays,"['public', 'class', 'FirstDuplicateTest']","['public void TestSampleData(int expected, int[] input)']",1.0,,,,,,,
715,FirstDuplicateTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arrays\FirstDuplicateTest.cs,function,TestSampleData,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arrays,,,,FirstDuplicateTest,"public void TestSampleData(int expected, int[] input)",public,False,False,void,"['int expected', 'int[] input']"
716,FirstNotRepeatingCharacterTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arrays\FirstNotRepeatingCharacterTest.cs,namespace,Demo.LearnByDoing.Tests.CodeSignal.Arrays,3.0,48.0,45.0,['public class FirstNotRepeatingCharacterTest'],1.0,,,,,,,,,,,
717,FirstNotRepeatingCharacterTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arrays\FirstNotRepeatingCharacterTest.cs,class,FirstNotRepeatingCharacterTest,8.0,47.0,39.0,,,Demo.LearnByDoing.Tests.CodeSignal.Arrays,"['public', 'class', 'FirstNotRepeatingCharacterTest']","['public void SampleTests(char expected, string input)']",1.0,,,,,,,
718,FirstNotRepeatingCharacterTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Arrays\FirstNotRepeatingCharacterTest.cs,function,SampleTests,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Arrays,,,,FirstNotRepeatingCharacterTest,"public void SampleTests(char expected, string input)",public,False,False,void,"['char expected', 'string input']"
719,LastDigitDiffZeroTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\LastDigitDiffZeroTest.cs,namespace,Demo.LearnByDoing.Tests.CodeSignal.Challenges,4.0,86.0,82.0,['public class LastDigitDiffZeroTest'],1.0,,,,,,,,,,,
720,LastDigitDiffZeroTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\LastDigitDiffZeroTest.cs,class,LastDigitDiffZeroTest,35.0,85.0,50.0,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,"['public', 'class', 'LastDigitDiffZeroTest']","['public void TestSampleCases(long n, int expected)', 'public static IEnumerable<object[]> GetSampleCases()', 'public void TestFactorialGeneration(long n, BigInteger expected)', 'public static IEnumerable<object[]> GetFactorialData()', 'private BigInteger GetFactorial(long n)']",5.0,,,,,,,
721,LastDigitDiffZeroTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\LastDigitDiffZeroTest.cs,function,TestSampleCases,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,,,,LastDigitDiffZeroTest,"public void TestSampleCases(long n, int expected)",public,False,False,void,"['long n', 'int expected']"
722,LastDigitDiffZeroTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\LastDigitDiffZeroTest.cs,function,GetSampleCases,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,,,,LastDigitDiffZeroTest,public static IEnumerable<object[]> GetSampleCases(),public,True,False,IEnumerable<object[]>,['']
723,LastDigitDiffZeroTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\LastDigitDiffZeroTest.cs,function,TestFactorialGeneration,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,,,,LastDigitDiffZeroTest,"public void TestFactorialGeneration(long n, BigInteger expected)",public,False,False,void,"['long n', 'BigInteger expected']"
724,LastDigitDiffZeroTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\LastDigitDiffZeroTest.cs,function,GetFactorialData,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,,,,LastDigitDiffZeroTest,public static IEnumerable<object[]> GetFactorialData(),public,True,False,IEnumerable<object[]>,['']
725,LastDigitDiffZeroTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\LastDigitDiffZeroTest.cs,function,GetFactorial,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,,,,LastDigitDiffZeroTest,private BigInteger GetFactorial(long n),private,False,False,BigInteger,['long n']
726,N7MTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\N7MTest.cs,namespace,Demo.LearnByDoing.Tests.CodeSignal.Challenges,4.0,101.0,97.0,['public class N7MTest'],1.0,,,,,,,,,,,
727,N7MTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\N7MTest.cs,class,N7MTest,38.0,100.0,62.0,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,"['public', 'class', 'N7MTest']","['public static void TestSampleCases(string sentence, string expected)', 'public static IEnumerable<object[]> GetSampleCases()', 'public static void TestWordShortening(string word, string expected)', 'private static string ShortenWord(string input)', 'public static IEnumerable<object[]> GetSampleWords()']",5.0,,,,,,,
728,N7MTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\N7MTest.cs,function,TestSampleCases,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,,,,N7MTest,"public static void TestSampleCases(string sentence, string expected)",public,True,False,void,"['string sentence', 'string expected']"
729,N7MTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeSignal\Challenges\N7MTest.cs,function,GetSampleCases,,,,,,Demo.LearnByDoing.Tests.CodeSignal.Challenges,,,,N7MTest,public static IEnumerable<object[]> GetSampleCases(),public,True,False,IEnumerable<object[]>,['']
